Round,steps,train_loss,epsilon
0,125,0.6670696139335632,0.39772174013986206
1,250,0.6630391478538513,0.446566951038202
2,375,0.6577413082122803,0.495412161936542
3,500,0.6320767998695374,0.544257372834882
4,625,0.6418572068214417,0.5914892040159403
5,750,0.6463254690170288,0.6378312606630645
6,875,0.6374677419662476,0.6841733173101886
7,1000,0.6177704930305481,0.729561560886375
8,1125,0.6063951253890991,0.7722487983679105
9,1250,0.6193395853042603,0.8128963776039844
10,1375,0.5843982696533203,0.8515446177965837
11,1500,0.5736921429634094,0.888515028254804
12,1625,0.5718528032302856,0.9241078181111428
13,1750,0.5359473824501038,0.9582926327576082
14,1875,0.5262454748153687,0.991256256954453
15,2000,0.5591616630554199,1.0233270277830586
16,2125,0.5731148719787598,1.054577792403107
17,2250,0.518487811088562,1.0846004925651576
18,2375,0.5947900414466858,1.114388272650039
19,2500,0.503025472164154,1.1427431147238036
20,2625,0.5355156660079956,1.1710979567975683
21,2750,0.5053360462188721,1.1982016952611285
22,2875,0.5228897333145142,1.2251225247946003
23,3000,0.4971504211425781,1.2515094618348055
24,3125,0.5428621172904968,1.2770053989830839
25,3250,0.5352388620376587,1.3025013361313622
26,3375,0.4547674357891083,1.3273918519808854
27,3500,0.4518665075302124,1.3514718868800242
28,3625,0.4870118498802185,1.3755519217791634
29,3750,0.45649582147598267,1.3996319566783024
30,3875,0.4951520562171936,1.4224207173463317
31,4000,0.45260271430015564,1.4450937133394186
32,4125,0.46520715951919556,1.4677667093325053
33,4250,0.4375316798686981,1.4904397053255924
34,4375,0.4572919011116028,1.5121427502218214
35,4500,0.4759739637374878,1.5334174469615491
36,4625,0.4733695089817047,1.554692143701277
37,4750,0.44390735030174255,1.575966840441005
38,4875,0.4139634668827057,1.5972415371807327
39,5000,0.46424418687820435,1.6177524763093645
40,5125,0.4311053156852722,1.6376374927439374
41,5250,0.48383086919784546,1.6575225091785104
42,5375,0.3643414378166199,1.6774075256130834
43,5500,0.4749000072479248,1.6972925420476566
44,5625,0.3598485589027405,1.7171775584822293
45,5750,0.4432905614376068,1.7367861645911544
46,5875,0.33603572845458984,1.7552900018398412
47,6000,0.3601767420768738,1.773793839088528
48,6125,0.3541112244129181,1.7922976763372152
49,6250,0.4501449763774872,1.810801513585902
50,6375,0.3802102506160736,1.829305350834589
51,6500,0.4488956332206726,1.8478091880832759
52,6625,0.41706332564353943,1.8663130253319626
53,6750,0.3730851411819458,1.8844868381197415
54,6875,0.3270934224128723,1.9016178822439185
55,7000,0.32607027888298035,1.9187489263680955
56,7125,0.36164140701293945,1.9358799704922725
57,7250,0.27295100688934326,1.9530110146164494
58,7375,0.31596603989601135,1.9701420587406262
59,7500,0.22515180706977844,1.9872731028648034
60,7625,0.22062572836875916,2.00440414698898
61,7750,0.3908565640449524,2.0215351911131574
62,7875,0.3006456792354584,2.038666235237334
63,8000,0.2878729999065399,2.055687166930137
64,8125,0.23974472284317017,2.0714536916052246
65,8250,0.4225481450557709,2.0872202162803113
66,8375,0.3716663718223572,2.1029867409553984
67,8500,0.37886911630630493,2.1187532656304855
68,8625,0.2787109613418579,2.1345197903055726
69,8750,0.43259260058403015,2.1502863149806597
70,8875,0.4622984528541565,2.1660528396557464
71,9000,0.4630104899406433,2.181819364330834
72,9125,0.5106829404830933,2.1975858890059206
73,9250,0.2575168311595917,2.213352413681008
74,9375,0.5893173813819885,2.2291189383560948
75,9500,0.4168131947517395,2.244885463031182
76,9625,0.3135185241699219,2.260651987706269
77,9750,0.25918757915496826,2.275285735777346
78,9875,0.24738791584968567,2.2896959048706833
79,10000,0.14087724685668945,2.3041060739640207
80,10125,0.31176677346229553,2.318516243057358
81,10250,0.17655643820762634,2.332926412150696
82,10375,0.3140433430671692,2.347336581244033
83,10500,0.17560431361198425,2.361746750337371
84,10625,0.30246490240097046,2.3761569194307084
85,10750,0.2985950708389282,2.3905670885240458
86,10875,0.23103955388069153,2.404977257617383
87,11000,0.3699520230293274,2.4193874267107205
88,11125,0.3628193140029907,2.433797595804058
89,11250,0.09866660088300705,2.4482077648973957
90,11375,0.09277604520320892,2.462617933990733
91,11500,0.44847536087036133,2.477028103084071
92,11625,0.21173688769340515,2.491438272177408
93,11750,0.49250611662864685,2.5058484412707456
94,11875,0.5934540033340454,2.5200915961885877
95,12000,0.1742376983165741,2.5331534662479176
96,12125,0.17482858896255493,2.5462153363072475
97,12250,0.4188668131828308,2.5592772063665774
98,12375,0.2910989224910736,2.5723390764259073
99,12500,0.14129124581813812,2.585400946485237
100,12625,0.09182307124137878,2.598462816544567
101,12750,0.21281902492046356,2.611524686603897
102,12875,0.34827151894569397,2.624586556663227
103,13000,0.3666065037250519,2.637648426722557
104,13125,0.5137543678283691,2.6507102967818867
105,13250,0.2742200493812561,2.6637721668412166
106,13375,0.3529094457626343,2.6768340369005466
107,13500,0.24014689028263092,2.6898959069598765
108,13625,0.435750812292099,2.7029577770192064
109,13750,0.23821134865283966,2.7160196470785363
110,13875,0.29172608256340027,2.729081517137866
111,14000,0.6575443148612976,2.742143387197196
112,14125,0.2942541241645813,2.755205257256526
113,14250,0.316793829202652,2.768267127315856
114,14375,0.4704851508140564,2.781328997375186
115,14500,0.38797539472579956,2.7943908674345153
116,14625,0.35510003566741943,2.807452737493845
117,14750,0.34042468667030334,2.820514607553175
118,14875,0.2918320894241333,2.833576477612505
119,15000,0.3329969644546509,2.8456984019532445
120,15125,0.34332209825515747,2.8574199246101775
121,15250,0.42330047488212585,2.8691414472671104
122,15375,0.1558290421962738,2.880862969924044
123,15500,0.47216570377349854,2.8925844925809763
124,15625,0.267007976770401,2.9043060152379097
125,15750,0.22280144691467285,2.9160275378948426
126,15875,0.2288152575492859,2.9277490605517755
127,16000,0.20858052372932434,2.939470583208709
128,16125,0.22521808743476868,2.951192105865642
129,16250,0.6533191800117493,2.962913628522575
130,16375,0.27626287937164307,2.974635151179508
131,16500,0.23541396856307983,2.9863566738364407
132,16625,0.3764339089393616,2.998078196493374
133,16750,0.3038923740386963,3.009799719150307
134,16875,0.3488772213459015,3.02152124180724
135,17000,0.4046096205711365,3.0332427644641733
136,17125,0.27516061067581177,3.0449642871211062
137,17250,0.3406377136707306,3.056685809778039
138,17375,0.22220543026924133,3.0684073324349725
139,17500,0.23294822871685028,3.080128855091905
140,17625,0.4968491196632385,3.0918503777488384
141,17750,0.2094065099954605,3.1035719004057714
142,17875,0.2695596218109131,3.1152934230627043
143,18000,0.3297731578350067,3.1270149457196377
144,18125,0.5087142586708069,3.1387364683765706
145,18250,0.5851271748542786,3.1504579910335035
146,18375,0.26586073637008667,3.162179513690437
147,18500,0.2833465337753296,3.1739010363473694
148,18625,0.2187063992023468,3.185622559004303
149,18750,0.08817394077777863,3.1973440816612357
150,18875,0.3112131953239441,3.2090656043181687
151,19000,0.19309140741825104,3.220787126975102
152,19125,0.13754360377788544,3.232508649632035
153,19250,0.23552459478378296,3.244230172288968
154,19375,0.1403457224369049,3.2550024031966527
155,19500,0.19879724085330963,3.265391427489193
156,19625,0.23028790950775146,3.2757804517817335
157,19750,0.2605089843273163,3.286169476074274
158,19875,0.14719127118587494,3.2965585003668143
159,20000,0.28316017985343933,3.3069475246593547
160,20125,0.37675946950912476,3.317336548951895
161,20250,0.2537892758846283,3.3277255732444355
162,20375,0.21964401006698608,3.338114597536976
163,20500,0.193460151553154,3.3485036218295163
164,20625,0.23713567852973938,3.3588926461220567
165,20750,0.191837877035141,3.369281670414597
166,20875,0.4199071526527405,3.3796706947071375
167,21000,0.340650349855423,3.390059718999678
168,21125,0.20137661695480347,3.4004487432922184
169,21250,0.41881752014160156,3.4108377675847588
170,21375,0.3033241629600525,3.421226791877299
171,21500,0.19395188987255096,3.4316158161698396
172,21625,0.1954430639743805,3.44200484046238
173,21750,0.11326592415571213,3.4523938647549204
174,21875,0.1868499219417572,3.462782889047461
175,22000,0.4412856996059418,3.473171913340001
176,22125,0.1689034253358841,3.4835609376325416
177,22250,0.19033825397491455,3.493949961925082
178,22375,0.36183714866638184,3.5043389862176224
179,22500,0.42331185936927795,3.514728010510163
180,22625,0.43597835302352905,3.525117034802703
181,22750,0.319275826215744,3.5355060590952436
182,22875,0.24988441169261932,3.545895083387784
183,23000,0.15589377284049988,3.5562841076803244
184,23125,0.043244801461696625,3.566673131972865
185,23250,0.2682946026325226,3.5770621562654052
186,23375,0.29947835206985474,3.5874511805579457
187,23500,0.21566683053970337,3.597840204850486
188,23625,0.3581250309944153,3.6082292291430265
189,23750,0.15765783190727234,3.618618253435567
190,23875,0.32693272829055786,3.6290072777281073
191,24000,0.26868152618408203,3.6393963020206477
192,24125,0.21322117745876312,3.649785326313188
193,24250,0.23815573751926422,3.6601743506057285
194,24375,0.26096436381340027,3.670563374898269
195,24500,0.10900622606277466,3.6809523991908093
196,24625,0.2512357831001282,3.6913414234833497
197,24750,0.18298469483852386,3.70173044777589
198,24875,0.28858280181884766,3.7121194720684305
199,25000,0.11237525194883347,3.722508496360971
200,25125,0.2812880873680115,3.7328975206535113
201,25250,0.1531897932291031,3.7432865449460517
202,25375,0.13491907715797424,3.753675569238592
203,25500,0.16218619048595428,3.7640645935311325
204,25625,0.15810123085975647,3.774453617823673
205,25750,0.10447175800800323,3.7848426421162134
206,25875,0.17763210833072662,3.795125756742836
207,26000,0.368999719619751,3.804190031360781
208,26125,0.1991313099861145,3.8132543059787247
209,26250,0.2690725326538086,3.822318580596669
210,26375,0.268930047750473,3.8313828552146134
211,26500,0.17417390644550323,3.8404471298325578
212,26625,0.13595989346504211,3.849511404450502
213,26750,0.2197234034538269,3.858575679068446
214,26875,0.2609538435935974,3.867639953686391
215,27000,0.24704214930534363,3.8767042283043347
216,27125,0.3500896096229553,3.885768502922279
217,27250,0.2007102519273758,3.8948327775402234
218,27375,0.2642415463924408,3.9038970521581677
219,27500,0.1992926001548767,3.912961326776112
220,27625,0.378137469291687,3.922025601394056
221,27750,0.1656644642353058,3.9310898760120008
222,27875,0.21832597255706787,3.9401541506299447
223,28000,0.295524001121521,3.9492184252478886
224,28125,0.24526017904281616,3.9582826998658334
225,28250,0.18722443282604218,3.9673469744837773
226,28375,0.16618570685386658,3.976411249101722
227,28500,0.20101943612098694,3.985475523719666
228,28625,0.29986536502838135,3.9945397983376107
229,28750,0.12001968920230865,4.003604072955555
230,28875,0.295382559299469,4.0126683475734986
231,29000,0.21828380227088928,4.021732622191443
232,29125,0.1776871234178543,4.030796896809387
233,29250,0.3144673705101013,4.039861171427332
234,29375,0.25205865502357483,4.048925446045276
235,29500,0.12591445446014404,4.057989720663221
236,29625,0.11298803985118866,4.067053995281165
237,29750,0.5670826435089111,4.0761182698991085
238,29875,0.2948510944843292,4.085182544517053
239,30000,0.2265610694885254,4.094246819134997
240,30125,0.2006349116563797,4.103311093752942
241,30250,0.14566615223884583,4.112375368370886
242,30375,0.10941261798143387,4.12143964298883
243,30500,0.25749996304512024,4.130503917606775
244,30625,0.19264820218086243,4.1395681922247185
245,30750,0.13568712770938873,4.148632466842663
246,30875,0.24869614839553833,4.157696741460607
247,31000,0.2551096975803375,4.166761016078552
248,31125,0.1693909764289856,4.175825290696496
249,31250,0.13836365938186646,4.18488956531444
250,31375,0.17803575098514557,4.193953839932385
251,31500,0.09769877791404724,4.2030181145503285
252,31625,0.24357260763645172,4.212082389168273
253,31750,0.11976927518844604,4.221146663786217
254,31875,0.26445332169532776,4.230210938404162
255,32000,0.22771352529525757,4.239275213022106
256,32125,0.14687682688236237,4.24833948764005
257,32250,0.16632312536239624,4.2574037622579946
258,32375,0.20766958594322205,4.2664680368759385
259,32500,0.2920684218406677,4.275532311493883
260,32625,0.23008763790130615,4.284596586111827
261,32750,0.1634036898612976,4.293660860729771
262,32875,0.15797629952430725,4.302725135347716
263,33000,0.17014724016189575,4.31178940996566
264,33125,0.24561312794685364,4.3208536845836045
265,33250,0.1621854156255722,4.329917959201548
266,33375,0.11772653460502625,4.338982233819493
267,33500,0.1776617169380188,4.348046508437437
268,33625,0.17548292875289917,4.357110783055381
269,33750,0.1681744009256363,4.366175057673326
270,33875,0.0957060158252716,4.37523933229127
271,34000,0.09147971868515015,4.3843036069092145
272,34125,0.12337742745876312,4.393367881527158
273,34250,0.08706051111221313,4.402432156145103
274,34375,0.14015911519527435,4.411496430763047
275,34500,0.1795109510421753,4.420560705380991
276,34625,0.14299985766410828,4.429624979998936
277,34750,0.09338632971048355,4.43868925461688
278,34875,0.14756669104099274,4.4477535292348245
279,35000,0.08236594498157501,4.456817803852768
280,35125,0.2607869803905487,4.465882078470712
281,35250,0.15714047849178314,4.474946353088657
282,35375,0.10237926989793777,4.484010627706601
283,35500,0.3468080759048462,4.493074902324546
284,35625,0.14146703481674194,4.50213917694249
285,35750,0.21361401677131653,4.5112034515604345
286,35875,0.14212387800216675,4.520267726178378
287,36000,0.04006868973374367,4.529332000796322
288,36125,0.12732259929180145,4.538396275414267
289,36250,0.19539983570575714,4.547460550032211
290,36375,0.14933525025844574,4.556524824650156
291,36500,0.06212380528450012,4.564760326376108
292,36625,0.19799096882343292,4.572507501832896
293,36750,0.1046098843216896,4.580254677289684
294,36875,0.08134809881448746,4.588001852746472
295,37000,0.10731367021799088,4.59574902820326
296,37125,0.10065417736768723,4.603496203660048
297,37250,0.08063644915819168,4.611243379116836
298,37375,0.08657509088516235,4.618990554573624
299,37500,0.14222726225852966,4.6267377300304116
300,37625,0.17727109789848328,4.634484905487199
301,37750,0.08028510957956314,4.642232080943987
302,37875,0.13771849870681763,4.6499792564007745
303,38000,0.4349515438079834,4.657726431857563
304,38125,0.12208504229784012,4.66547360731435
305,38250,0.15306073427200317,4.673220782771139
306,38375,0.05172839015722275,4.680967958227926
307,38500,0.12204033136367798,4.688715133684715
308,38625,0.1291467547416687,4.696462309141502
309,38750,0.12544715404510498,4.70420948459829
310,38875,0.14675506949424744,4.711956660055078
311,39000,0.2414478361606598,4.719703835511866
312,39125,0.12051089107990265,4.727451010968654
313,39250,0.13277703523635864,4.735198186425442
314,39375,0.0553617961704731,4.74294536188223
315,39500,0.3132895231246948,4.750692537339018
316,39625,0.06315142661333084,4.758439712795806
317,39750,0.17513810098171234,4.766186888252593
318,39875,0.08934041112661362,4.7739340637093814
319,40000,0.36443424224853516,4.7816812391661685
320,40125,0.043634459376335144,4.789428414622957
321,40250,0.0506209172308445,4.797175590079744
322,40375,0.14286543428897858,4.804922765536533
323,40500,0.1127508282661438,4.81266994099332
324,40625,0.17170922458171844,4.820417116450109
325,40750,0.11555981636047363,4.828164291906896
326,40875,0.18131521344184875,4.835911467363684
327,41000,0.23277297616004944,4.843658642820472
328,41125,0.18269798159599304,4.85140581827726
329,41250,0.10964285582304001,4.859152993734048
330,41375,0.0695696622133255,4.866900169190836
331,41500,0.16449794173240662,4.874647344647624
332,41625,0.12851625680923462,4.882394520104412
333,41750,0.08561449497938156,4.8901416955612
334,41875,0.2249588668346405,4.897888871017987
335,42000,0.2396586537361145,4.9056360464747755
336,42125,0.0906299352645874,4.9133832219315625
337,42250,0.06353548914194107,4.921130397388351
338,42375,0.09184910356998444,4.928877572845138
339,42500,0.175352543592453,4.936624748301927
340,42625,0.08356451243162155,4.944371923758714
341,42750,0.0619918517768383,4.952119099215503
342,42875,0.05851922929286957,4.95986627467229
343,43000,0.040847644209861755,4.967613450129078
344,43125,0.16351330280303955,4.975360625585866
345,43250,0.07409080862998962,4.983107801042654
346,43375,0.08327997475862503,4.990854976499442
347,43500,0.16258497536182404,4.99860215195623
348,43625,0.08433176577091217,5.006349327413018
349,43750,0.053041767328977585,5.014096502869806
350,43875,0.051248662173748016,5.021843678326594
351,44000,0.23878595232963562,5.029590853783381
352,44125,0.07655376195907593,5.0373380292401695
353,44250,0.1048448383808136,5.0450852046969565
354,44375,0.27061164379119873,5.052832380153745
355,44500,0.051493436098098755,5.060579555610532
356,44625,0.2731602191925049,5.068326731067321
357,44750,0.1267051249742508,5.076073906524108
358,44875,0.08281911164522171,5.083821081980897
359,45000,0.19746752083301544,5.091568257437684
360,45125,0.09573141485452652,5.099315432894472
361,45250,0.04235806316137314,5.10706260835126
362,45375,0.05027739703655243,5.114809783808048
363,45500,0.08186792582273483,5.122556959264836
364,45625,0.42740386724472046,5.130304134721624
365,45750,0.202926367521286,5.138051310178412
366,45875,0.04528898373246193,5.1457984856352
367,46000,0.082073874771595,5.153545661091988
368,46125,0.28041231632232666,5.161292836548775
369,46250,0.04311707988381386,5.1690400120055635
370,46375,0.007634552661329508,5.176787187462351
371,46500,0.030703704804182053,5.184534362919139
372,46625,0.11722619831562042,5.192281538375926
373,46750,0.17971768975257874,5.200028713832715
374,46875,0.10001163929700851,5.207775889289502
375,47000,0.11675740778446198,5.215523064746291
376,47125,0.021359924226999283,5.223270240203078
377,47250,0.08274438977241516,5.231017415659866
378,47375,0.041081588715314865,5.238764591116654
379,47500,0.06396553665399551,5.246511766573442
380,47625,0.08502060174942017,5.25425894203023
381,47750,0.040884628891944885,5.262006117487018
382,47875,0.2625848650932312,5.269753292943806
383,48000,0.26970040798187256,5.277500468400594
384,48125,0.024673352017998695,5.285247643857382
385,48250,0.10392879694700241,5.29299481931417
386,48375,0.10595816373825073,5.3007419947709575
387,48500,0.1377178430557251,5.308489170227745
388,48625,0.06805091351270676,5.316236345684533
389,48750,0.044103506952524185,5.3239835211413205
390,48875,0.036120474338531494,5.331730696598109
391,49000,0.07451723515987396,5.339477872054896
392,49125,0.04273879900574684,5.347225047511685
393,49250,0.12242154031991959,5.354972222968472
394,49375,0.1881580650806427,5.36271939842526
395,49500,0.12947337329387665,5.370466573882048
396,49625,0.11751843988895416,5.378213749338836
397,49750,0.14691635966300964,5.385960924795624
398,49875,0.17811143398284912,5.393708100252412
399,50000,0.018012523651123047,5.4014552757092
400,50125,0.06238120049238205,5.409202451165988
401,50250,0.07585102319717407,5.416949626622776
402,50375,0.017163895070552826,5.424696802079564
403,50500,0.24278979003429413,5.4324439775363516
404,50625,0.06068892031908035,5.440191152993139
405,50750,0.12025728821754456,5.447938328449927
406,50875,0.20743434131145477,5.4556855039067145
407,51000,0.1398036777973175,5.463432679363503
408,51125,0.06217489764094353,5.47117985482029
409,51250,0.09758540242910385,5.478927030277079
410,51375,0.29662930965423584,5.486674205733866
411,51500,0.12035900354385376,5.494421381190655
412,51625,0.07532481104135513,5.502168556647442
413,51750,0.19006597995758057,5.50991573210423
414,51875,0.1403912603855133,5.517662907561018
415,52000,0.05144838988780975,5.525410083017806
416,52125,0.05404293164610863,5.533157258474594
417,52250,0.12922202050685883,5.540904433931382
418,52375,0.05427808314561844,5.54865160938817
419,52500,0.07041653990745544,5.556398784844958
420,52625,0.09803207963705063,5.564145960301746
421,52750,0.08954467624425888,5.571893135758533
422,52875,0.19246411323547363,5.5796403112153214
423,53000,0.31540822982788086,5.5873874866721085
424,53125,0.1130252480506897,5.595134662128897
425,53250,0.04340854287147522,5.602881837585684
426,53375,0.33537203073501587,5.610629013042473
427,53500,0.057327426970005035,5.61837618849926
428,53625,0.01187518984079361,5.626123363956049
429,53750,0.13853879272937775,5.633870539412836
430,53875,0.039213627576828,5.641617714869624
431,54000,0.27074605226516724,5.649364890326412
432,54125,0.25888219475746155,5.6571120657832
433,54250,0.021748889237642288,5.664859241239988
434,54375,0.08911235630512238,5.672606416696776
435,54500,0.029073407873511314,5.680353592153564
436,54625,0.03484859690070152,5.688100767610352
437,54750,0.028375383466482162,5.69584794306714
438,54875,0.020124994218349457,5.703595118523927
439,55000,0.02724481374025345,5.710788889365491
440,55125,0.038761284202337265,5.71722652009986
